X,Y,Z
0.09066114574670792,0.011236725375056267,0.48692449927330017
0.09282025694847107,0.01183289848268032,0.4910127818584442
0.09488993883132935,0.012578857131302357,0.494601845741272
0.09691496938467026,0.013265703804790974,0.4975968599319458
0.0984218567609787,0.013750212267041206,0.4996173679828644
0.10025931149721146,0.014343921095132828,0.5022693872451782
0.10142499208450317,0.014804426580667496,0.5041999220848083
0.10272930562496185,0.01540176011621952,0.5066206455230713
0.10373466461896896,0.015964528545737267,0.5086634755134583
0.10431288182735443,0.016281064599752426,0.5103734731674194
0.10447612404823303,0.016491280868649483,0.5114912986755371
0.10423362255096436,0.01674574986100197,0.5127401947975159
0.10335606336593628,0.016599716618657112,0.5136800408363342
0.1019662469625473,0.016153739765286446,0.5141680836677551
0.10056603699922562,0.015849102288484573,0.5143100023269653
0.0980268344283104,0.0150570934638381,0.513908326625824
0.09576039761304855,0.014233273454010487,0.5131394267082214
0.09239659458398819,0.013024442829191685,0.5116697549819946
0.08877190947532654,0.011595691554248333,0.5100552439689636
0.08470669388771057,0.010161361657083035,0.5083662867546082
0.08044517040252686,0.008676044642925262,0.5064100623130798
0.07714642584323883,0.007649229373782873,0.5047544240951538
0.07245520502328873,0.006387210916727781,0.5023273229598999
0.06877841055393219,0.005606215912848711,0.5005950331687927
0.06360948830842972,0.004671045113354921,0.4988045394420624
0.05809594690799713,0.00393857853487134,0.4974176585674286
0.052502796053886414,0.003601966891437769,0.49597352743148804
0.04816802591085434,0.0035708483774214983,0.4949027895927429
0.04213159531354904,0.003773997537791729,0.49354612827301025
0.03592371195554733,0.004198072012513876,0.4921877384185791
0.02960776910185814,0.004692613612860441,0.4909819960594177
0.02486851066350937,0.005110483150929213,0.4901428520679474
0.018658136948943138,0.005713808815926313,0.4889657497406006
0.012705379165709019,0.0063663688488304615,0.48762887716293335
0.008379186503589153,0.0071070496924221516,0.4865937829017639
0.002705972408875823,0.008221358992159367,0.4852276146411896
-0.0027912575751543045,0.009148964658379555,0.4840051531791687
-0.007946000434458256,0.010010985657572746,0.48282888531684875
-0.011592677794396877,0.010604641400277615,0.48197752237319946
-0.01624881662428379,0.011358445510268211,0.48083290457725525
-0.020769460126757622,0.012211158871650696,0.4799058437347412
-0.0239504873752594,0.012952269054949284,0.4793413579463959
-0.027877256274223328,0.013865604996681213,0.4788191318511963
-0.03167938441038132,0.014878450892865658,0.47866079211235046
-0.03542996570467949,0.016009585931897163,0.47867831587791443
-0.03809288144111633,0.01695931702852249,0.47871488332748413
-0.041564881801605225,0.01848147064447403,0.47855445742607117
-0.04505014047026634,0.020451517775654793,0.4780309796333313
-0.047581445425748825,0.022081734612584114,0.47730740904808044
-0.05094712972640991,0.024350391700863838,0.4758777320384979
-0.05347680673003197,0.02621373161673546,0.4745067059993744
-0.05683430656790733,0.02888915315270424,0.4727840721607208
-0.06019332632422447,0.03193122521042824,0.47144442796707153
-0.06340193003416061,0.03522346541285515,0.4705476760864258
-0.06650524586439133,0.03857338801026344,0.4701797068119049
-0.06886513531208038,0.041136834770441055,0.47013556957244873
-0.07185164839029312,0.04451948031783104,0.47047051787376404
-0.07398912310600281,0.04712744057178497,0.47089263796806335
-0.07701987773180008,0.05071459710597992,0.4716990292072296
-0.0801910012960434,0.05417877435684204,0.47273463010787964
-0.0831306055188179,0.05739707499742508,0.47393906116485596
-0.0850294828414917,0.059758711606264114,0.4749337136745453
-0.08726029843091965,0.06296326220035553,0.47661489248275757
-0.08930795639753342,0.06606652587652206,0.47899767756462097
-0.09077758342027664,0.06829456239938736,0.48112964630126953
-0.09240002185106277,0.07118786126375198,0.48410385847091675
-0.09346549957990646,0.07391645759344101,0.4870217740535736
-0.0940849706530571,0.07580431550741196,0.4891809821128845
-0.09477939456701279,0.07823294401168823,0.4918779730796814
-0.0950021892786026,0.08067905902862549,0.49398910999298096
-0.09481582045555115,0.08294505625963211,0.4954765737056732
-0.09466109424829483,0.0843692272901535,0.4964137375354767
-0.09444081783294678,0.08617106080055237,0.4973764717578888
-0.0938730239868164,0.08775985240936279,0.4979303181171417
-0.09307724982500076,0.08881630748510361,0.49791526794433594
-0.09235750883817673,0.08930166810750961,0.49726226925849915
-0.0909510925412178,0.08971778303384781,0.49610069394111633
-0.08956978470087051,0.08997029066085815,0.49545353651046753
-0.0876932144165039,0.09003812074661255,0.49507391452789307
-0.08569306135177612,0.08979225903749466,0.49502238631248474
-0.08289304375648499,0.08915744721889496,0.49513161182403564
-0.08049266785383224,0.08849965780973434,0.4952826201915741
